,rental_id,addr_unit,building_id,bedrooms,bathrooms,size_sqft,created_at,addr_street,addr_city,addr_zip,addr_lat,addr_lon,bin,bbl,floor_count,year_built,min_to_subway,has_doorman,has_elevator,has_fireplace,has_dishwasher,is_furnished,has_gym,allows_pets,has_washer_dryer,has_garage,has_roofdeck,has_concierge,has_pool,has_garden,has_childrens_playroom,rent,no_fee,description,neighborhood,borough,unit,floornumber,line,sentiment_score,scores
205,7266331,#6SN,25702,1,1.0,600.0,2018-06-12 17:00:11,25 WEST 13 STREET,New York,10011,40.736400599999996,-73.99530029,1083516.0,1005770024,7.0,1960.0,1.5833,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3195,0,"PRIME VILLAGE, LOWER FIFTH AVENUE, 24 HOUR DOORMAN. VERY SPECIAL SPACE, LOCATED AROUND WASHINGTON SQ PARK Newly renovated One bedroom in the village only for $3195. Facing south with great light, new kitchen with granite counter tops and new marble bathroom. The apartment features a massive living-room with large windows overlooking the skyline view on the top floor in the building, and has antique hardwood floors. Great space for the best price, call me on my cell to view this special space. I have many other great listings and I've specialized in the downtown area: SoHo | NoLita | TriBeCa | West Village | Greenwich Village | NoHo | East Village | Union Square | Lower East Side | Gramercy | Financial District | Seaport Area | Battery Park | Flatiron | Chelsea | since 1989.",Greenwich Village,Manhattan,6SN,6.0,SN,0.6000000238418579,0.6000000238418579
206,7367641,#M2,405031,3,2.0,900.0,2018-07-14 22:20:43,310 ST NICHOLAS AVENUE,Brooklyn,11237,40.70093355,-73.91098429,3076401.0,3033380038,2.0,1925.0,1.3667,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2999,1,"Welcome to this Huge, Central, Affordable, Beautiful Apartment!

-Very New Building

-All New Modeling

-Hardwood Floors

-Newly Furnished, Stainless Steel Appliances

-Massive Floor Plan

-Plenty of Natural Light

-Numerous Alternative Lighting Options

-Basement with Separate Bathroom

-Private Back Yard

-Rooftop Access

-Laundry in Building

-Virtual Doorman

-Central Air

-90-second walk from M-train

-Lovely Surroundings Including Grocery Stores, Restaurants of All Sorts, Cocktail Lounges, Cafes, Rosemary's Playground, Planet Fitness, and More!!


To See This Wonderful Bargain, Give Just Schedule an Appointment with Matthew!",Bushwick,Brooklyn,M2,2.0,M,0.4000000059604645,0.4000000059604645
207,7222933,#20F,39385,1,1.0,735.0,2018-05-31 11:43:22,100 WEST 26 STREET,New York,10001,40.744839899999995,-73.9918728,1085978.0,1008010034,34.0,2003.0,1.95,1,1,0,1,0,1,1,0,1,1,1,0,0,0,4395,1,"North facing unit with street views, open living space, granite kitchen with oversized stainless appliances, ample closet space.
The stunning 34 story Chelsea Tower is as beautiful to look at as it is to look from with its glass wall façade and dramatic floor to ceiling windows.  Here, in the heart of 
Chelsea, there is a style of life that brings a New Look to New York.
Chelsea Tower features the best Manhattan living has to offer, including a 24-hour concierge-attended marble and limestone lobby, fully equipped fitness center, 2500 sq ft landscaped second floor roof terrace, and residences featuring granite kitchens and marble baths, floor-to-ceiling window walls, custom double hung closets",Chelsea,Manhattan,20F,20.0,F,0.6000000238418579,0.6000000238418579
208,7320625,#1,311164,2,1.0,800.0,2018-06-29 16:19:24,330 QUINCY STREET,Brooklyn,11216,40.68706493,-73.94795817,3050904.0,3018080046,2.0,1899.0,7.2667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2400,1,"330 Quincy St. Unit 1 is a renovated two bed, one bathroom featuring washer/dryer in unit, outdoor space, hardwood floors, stainless steel appliances, granite countertops, glass tile backsplash, recessed lighting, queen-size bedrooms with closets, oversized windows, recreation room downstairs, and Northern & Southern exposures.",Bedford-Stuyvesant,Brooklyn,1,1.0,,0.20000000298023224,0.20000000298023224
209,7156552,#2B,79162,2,2.0,950.0,2018-05-08 09:39:19,354 EAST 78 STREET,New York,10075,40.77168003,-73.95379639,1045214.0,1014520031,4.0,1910.0,4.1833,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3499,0,"~~~This two bedroom apartment is located on the 1st  floor walk up of this charming pre-war building and is completely renovated~~~
Apartment Features:
~Newly Renovated true 2 Bedroom~
~ 2 Full bathrooms~
~Both bedrooms have spacious built in closets~
~Tons of closet space throughout the apartment~
~New Kitchen Appliances with dishwasher in unit –
~ brand new cabinets, appliances and new hard wood floors~
~Laundry mat / Dry cleaners right next door~
~Located on the Upper East Side~
~Between 1st and 2nd Avenue~
~Close proximity to Central Park, transportation (Walking distance to 6 Subway line, and crosstown M79 Bus), cultural institutions, restaurants, movie theaters, bars, beauty salons, shopping and convenience stores~

~Pets allowed with permission~
~International Students Accepted~
~Guarantors Accepted~",Upper East Side,Manhattan,2B,2.0,B,0.4000000059604645,0.4000000059604645
210,7159456,#2D,81292,3,3.0,1850.0,2018-05-08 18:27:54,35 EAST 84TH STREET,New York,10028,40.77958419,-73.95932115,1046820.0,1014960021,11.0,1922.0,1.4667,1,1,0,1,0,0,0,1,0,0,0,0,0,0,11500,1,"APPLICATION 

Madison Avenue Classic Six Pre-War Elegance. Gracious foyer leads to grand living room connecting to the dining room or a potential third bedroom. Perfect for entertaining.  All rooms have southern exposure and have generous proportions .  Ample closets throughout. Huge eat-in kitchen with custom cabinetry,  GE Profile stainless steel appliances, Six burner oven. Laundry anteroom with commercial  washer and dryer. Maids room with full bath. Parquet floors, beamed ceilings. Located one block from the Metropolitan Museum of Art and Central Park.",Upper East Side,Manhattan,2D,2.0,D,0.5,0.5
211,7263427,#1F,1477162,1,1.0,750.0,2018-06-11 23:15:44,71-17 AUSTIN STREET,Forest Hills,11375,40.72009477,-73.84395219,4077997.0,4032560028,2.0,1930.0,1.5833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,0,"1 Bedroom, full bathroom, open kitchen concept, living room area.

Pet Friendly.

Amazingly located, On the Austin st. strip walking distance to all shopping, restaurants
1 block away from LIRR,E,F,M,R TRAINS

TOP LOCATION

includes Heat and water

contact me for immediate showings",Forest Hills,Queens,1F,1.0,F,0.4000000059604645,0.4000000059604645
212,7217566,#1,306571,2,1.0,1200.0,2018-05-29 19:06:09,287 KOSCIUSZKO STREET,Brooklyn,11221,40.6917564,-73.94353355,3049675.0,3017810055,2.0,1899.0,5.5667,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2650,1,"You'll find yourself saying, ""There's no place like home! There's no place like home!"" in your new oversized one-bedroom on Kosciuszko. It might be hard to spell, but living here definitely won't be!

The upstairs space, designed with sophisticated Terrazzo tile floors, measures over 1,200sqft, including a 30-foot-deep living room (can you say, ""sectional sofa?""), an open kitchen with ample space for dining and Euro-style appliances (including a Kucht stove), an ENORMOUS king-sized bedroom (larger than most living rooms in the area!), a walk-in closet, a spa-like bath, and an office nook that's PERFECT for open storage! The downstairs rec-room provides an additional 400sqft, including storage space, a washer/dryer, and a half bath, making this apartment truly ideal for musicians, artists, and entertainers.

Let Bed-Stuy welcome you with its breathtaking side streets, neighborly charm, and vast offering of restaurants, cafes, and boutiques, including @BKLYNBlend, @LittleRoyCoffee, @RoccosPizzaBK, @CaptDansGoodTimeTavern, @PeaceAndRiot, and @SincerelyTommy_. You'll be just two blocks from beautiful Herbert Von King Park and a stone's throw away from J, M, Z, and G trains.

This one hits the sweet spot, that's for sure!",Bedford-Stuyvesant,Brooklyn,1,1.0,,0.30000001192092896,0.30000001192092896
213,7349752,#1R,1301662,2,1.0,850.0,2018-07-10 11:37:23,25-59 14 PLACE,Astoria,11102,40.77455934,-73.9273786,4020446.0,4008990005,4.0,1931.0,9.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2849,0,"Brand new 2 bedroom 1 bathroom (Super lives in) full of natural lights 
steps to Astoria Park,short walk to N/W Astoria blvd stop. 
Kitchen offers:Lots of cabinets space,CORTZ Counter Top.
 (BOSCH Stove ,Micro Wave and Dish washer) (Whirlpool fridge with Filtered water & ice maker)
Full size Whirlpool heavy duty  Washer & Dreyer
Windowed Bathroom : offers Italian marble walls and rain forest shower .
Huge Living room ( 21 X 14) folded with reassess lights and offers:
 2 Energy sufficient heat units and 5 windows.
Cable ready and pre wired on 2 walls of the living room.
Bed room #1 (10.5X 10)
Bed room #2 (10.5 X 10)
Street Parking
Pets Case by Case
For showing 
Text or E mail 
Broker Sam",Astoria,Queens,1R,1.0,R,0.4000000059604645,0.4000000059604645
214,7316626,#PHE,63658,2,2.0,0.0,2018-06-28 16:08:13,150 WEST 92 STREET,New York,10025,40.79092908,-73.97148095,1032507.0,1012220055,6.0,1910.0,3.9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4375,1,"Large Penthouse apartment available for rent at 150 West 92nd Street (Between Columbus & Amsterdam). This spacious apartment is a renovated 2 Bedroom / 2 Bathroom apartment, with large outdoor space and in-unit Washer/Dryer.

The bedrooms each have their own closet and large windows with tons of light. The updated kitchen has stainless steel appliances (microwave and dishwasher) and enough room to cook whatever your heart desires. There is room for a dining table and plenty of room to host. The outdoor space spans across the building and has incredible views of the UWS skyline. The apartment also features high ceilings, hardwood floors, built-in air conditioning, several ceiling fans with built-in lighting. The building is on a beautiful tree-lined block and is very well kept. 

The building has an elevator, state-of-the-art video intercom (connects to iPhone and Android). The building is very well located – only 1 block from Central Park and 2 blocks from Riverside Park, 1 block from the brand new Equinox and Soulcycle on 92nd Street and Broadway, NYSC is on 94th and Broadway. Brand new Trader Joes on 92nd and Columbus! Whole Foods is very close @ 97th Street & Columbus Ave. Tons of amazing restaurants and local spots nearby!

Guarantors are OKAY. 

Please contact me to set up a viewing",Upper West Side,Manhattan,PHE,6.0,E,0.4000000059604645,0.4000000059604645
215,7209454,#4B,412459,1,1.0,539.0,2018-05-25 14:54:39,1255 BUSHWICK AVENUE,Brooklyn,11207,40.68769836,-73.91410065,3078506.0,3034020006,7.0,2017.0,2.4167,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2200,0,"BRAND NEW! Welcome to 1255 Bushwick, a spectacular new boutique condominium located in the heart of the hottest boroughs most talked about neighborhood. This historic structure has been flawlessly transformed with the integrity and detail of its vintage facade intact. Here, modern finishes blend flawlessly with expertly salvaged materials, offering the perfect combination of modern luxury and classic elegance.

This fantastic 1bed/1 bath residence features modern finishes and amazing, tree-lined views. The contemporary kitchen offers brilliant Lagos quartz countertops alongside custom double square cabinetry, Fisher & Paykel and Bosch stainless steel appliances with a Summit recirculating hood and a white porcelain farm style sink set against the classic white subway tile backsplash. Bathroom features include elegant Flash Bisel Blanco wall tile and Cementine black and white flooring, Aquabrass fixtures, Benoist reclaimed wood vanity and Duravit deep soaking bathtub for ultimate relaxation.This home features central heat/air, washer/dryer, sleek track lighting, white oak hardwood floors, Unitone video intercoms and large floor to ceiling windows allowing for great natural light. Building amenities include a landscaped second floor roof terrace,.

Take advantage of the burgeoning art scene,exciting restaurants and nightlife existing minutes from your front door. Located just one block from the building, the JMZ trains at Halsey Street provide a swift commute into Manhattan",Bushwick,Brooklyn,4B,4.0,B,0.800000011920929,0.800000011920929
216,7194223,#4C,254563,3,1.0,900.0,2018-05-20 14:13:52,492 LEFFERTS AVENUE,Brooklyn,11225,40.66245381,-73.94481629,3000000.0,3013320014,1.0,1920.0,2.9333,0,1,0,1,0,1,1,0,1,1,0,0,0,0,2750,1,"NO FEE! Brand New - be the first to live in this stunning three bedroom/one bath apartment! The apartment has a nice sized living room/space and a balcony! Brand new construction, elevator building with a beautiful laundry room, gym, bike storage and conference room, lounge, roof deck with outdoor furniture and underground garage. Identical units available in this building. All apartments feature floor-to-ceiling windows for great natural sunlight, video intercom, hardwood flooring throughout, great closet space, central air/heat, recessed lighting, luxury bathrooms with deep soak tub and rainfall shower head. Kitchens feature back-lit granite counter tops, dishwasher, deep cabinets, large luxury stainless steel appliances and a gas range. The building is located on Lefferts Avenue, only 2 blocks to the Sterling Ave 2/5 Trains on Nostrand Avenue.


Listing price is the net effective rent after given one month free. Gross monthly rent is $3000.",East Flatbush,Brooklyn,4C,4.0,C,0.30000001192092896,0.30000001192092896
217,7291996,#C,48922,2,1.0,765.0,2018-06-20 16:16:01,310 EAST 15 STREET,New York,10003,40.73260298,-73.98406612,1081405.0,1009217501,5.0,1910.0,1.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3695,1,"**** No Brokers Fee **** 

EAST VILLAGE - The ultimate melting pot. Short stroll from tons of shops, bars, restaurants, subway, madison square park, & union square!

Superb layout for shares! Huge 760 square 2BR, king size bedrooms, modern design, huge space, hardwood floors, tons of natural light, plenty of closets, windowed kitchen. All utilities included

Contact EDEN to view !",Gramercy Park,Manhattan,C,,,0.4000000059604645,0.4000000059604645
218,7137202,#TH1,70417,1,1.0,500.0,2018-05-02 11:00:25,330 EAST 49 STREET,New York,10017,40.75350189,-73.96779633,1038935.0,1013417501,15.0,1962.0,4.95,1,1,0,1,0,0,0,0,1,0,1,0,0,0,2800,1,"No Broker's Fee! 

One Bedroom with Private Street-Level Entrance in Luxury Condominium

APARTMENT FEATURES
Live in a One Bedroom with your own private tree-lined, street-level entrance. Upon entry, relax in the expansive living room, perfect for entertaining. Prep your meals in the open kitchen with a four-stove gas cooker and dishwasher for convenience. The generously sized bedroom easily fits a queen-sized bed comfortably and has an entire wall of closet space with full-length mirrors. There are additional closets beside the bathroom. No pets allowed. Call now for a private showing. 

BUILDING FEATURES
Beekman East is a post-war full service condo converted in 1982 w/ canopied entrance & includes a 24-hour doorman, concierge, live-in super, laundry, storage & parking garage. Situated in Prime Midtown & walking distance to Grand Central, United Nations, Central Park, Farmers Market, Fifth Ave Shopping, Subway 6, E, M",Midtown East,Manhattan,TH1,1.0,TH,0.30000001192092896,0.30000001192092896
219,7274095,#1D,79765,1,1.0,420.0,2018-06-14 16:07:15,408 EAST 73 STREET,New York,10021,40.76800156,-73.95490265,1045859.0,1014670042,5.0,1910.0,7.65,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2150,0,"Very pleasant one bedroom, renovated, with a spacious layout, exposed brick, high ceilings, and a decorative fireplace. There is an open kitchen with updated stainless steel appliances. The bedroom can fit a queen-sized bed. There is ample storage in the living room and bedroom.

The building is well-maintained, a co-operative on a side-street on the Upper East Side. Nearby to the new Second Avenue subway which has been transformational to the neighborhood. Near Whole Foods, Fairway, Bloomingdale's, the tram to Roosevelt Island and the Queensborough Bridge. Laundry in the building!!

Apartment will be touched up, floors sanded, walls painted prior to new tenant moving in.

Call today to schedule a showing!",Upper East Side,Manhattan,1D,1.0,D,0.30000001192092896,0.30000001192092896
220,7269916,#2D,18401536,2,1.0,850.0,2018-06-13 15:38:10,1655 PALMETTO STREET,Ridgewood,11385,40.70090103,-73.90989685,4082366.0,4034480001,0.0,,1.6833,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2200,1,"BRAND NEW sunny 2 bedroom apartment! Just steps from Myrtle-Wyckoff L/M Trains (no need to worry about the L train shutdown!)

Kitchen is equipped with top of the line appliances and dishwasher. Apartment has central A/C & heat, balcony and spacious bedrooms that feature ample closet space and big windows that stream tons of natural light.

Building amenities include Laundry, Bike storage, Roof Deck and Parking (for an additional monthly fee!) 

NO BROKERS FEE - ONLY FIRST & SECURITY!

Credit/income check! co-signers are welcome! :)",Ridgewood,Queens,2D,2.0,D,0.4000000059604645,0.4000000059604645
221,7243909,#17161,59431,0,1.0,350.0,2018-06-06 04:04:03,2109 BROADWAY,New York,10023,40.78010178,-73.98220062,1030544.0,1011657503,17.0,1902.0,1.4167,1,1,0,0,1,0,1,1,1,1,1,0,0,0,2350,0,"Charming studio on top floor of the historic Ansonia. Porthole windows, skylight, and central A/C. Huge walk-in closet and built-ins. Separate kitchen. .",Upper West Side,Manhattan,17161,17.0,161,0.30000001192092896,0.30000001192092896
222,7287190,#30H,80599,2,2.0,1371.0,2018-06-19 14:05:54,530 EAST 76 STREET,New York,10021,40.76819992,-73.95010376,1072696.0,1014877502,39.0,1986.0,8.3667,1,1,0,0,0,1,1,0,1,1,1,1,1,1,6900,0,"No fee brand new large 2bed 2.5 marble baths with amazing river and city views.(Available September 1, 2018) This high floor corner apartment has south and east exposures with panoramic views of the east river and the city from every window. It is the largest two bedroom in the building. Floor to ceiling windows, high ceilings, great storage, herringbone oak floors, marble baths with Jacuzzi and separate shower stalls, etc. The Promenade"" and it is a luxurious full-service CONDO with 24 hour concierge, garage, doormen, porters, handymen, live-in super, children's playroom, roof garden, outdoor jogging track, roof top business/conference room, storage rooms, maid and dry cleaning services, bicycle room and a very big party room on the top floor (with its stunning river views and its own kitchen & bathroom) that is available for residents' private parties. Common charges include your use of the brand new fully renovated health club and gym, top floor heated swimming pool, saunas, steam rooms, massage rooms, fitness & meditation classes. Steps away from John Jay Park. Pets are not allowed for renters sorry.",Upper East Side,Manhattan,30H,30.0,H,0.4000000059604645,0.4000000059604645
223,7190350,#5KK,1588861,1,1.0,850.0,2018-05-18 13:08:09,34-15 PARSONS BOULEVARD,Flushing,11354,40.76639089,-73.82328447,4113027.0,4049950001,6.0,1956.0,9.1167,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1900,1,"No Brokers Fee * Beautiful Spacious 1 Bedroom 1 Bathroom in Flushing !

-Spacious
-Beautiful Hardwood Floors
-Plenty Of Closet Space
-Great Sunlight 
 
Beautiful Renovated Kitchen,
 
Renovated Bathroom,
 
Heat and Hot Water Included.

Live In Super,
Elevator Building With 24 hr Laundry Rooms,


PETS OK CASE BY CASE*

GUARANTORS ARE WELCOME*

Call, Text or Email to Schedule a viewing!

Close to 7 Train / Buses and all shopping and restaurants!",Flushing,Queens,5KK,5.0,KK,0.699999988079071,0.699999988079071
224,7322815,#705,1498,0,1.0,559.0,2018-07-01 00:50:35,111 FULTON STREET,New York,10038,40.7098999,-74.00659943,1001263.0,1000917502,7.0,1940.0,0.3833,1,1,0,1,0,1,1,1,0,1,1,1,0,0,3200,1,"Please note-
The Apartment is occupied till end of August 2018
It is available ONLY unfurnished 

 Gorgeous Furnished or Unfurnished Studio with high ceilings available for rent now! This apartment comes fully furnished with brand new West Elm furniture. Full size bed, Leather sofa, coffee table, rug, plasma T.V, T.V stand. WASHER AND DRYER IN UNIT. This European Style large studio with 12 Foot high ceilings, two oversized tilt and turn windows over large plank, wood flooring. The long entryway opens into the loft-like space, with the brilliant, all white kitchen integrating seamlessly into the living area. The kitchen components include; Caeserstone countertops, Gaggenau cook top with sensor touch controls, a white lacquer Liebherr refrigerator, and Miele dishwasher. An opulent bath, so rare in a studio, is finished in warm neutral tones, with large square tiled floors, a frameless glass shower, and double sinks perched under framed mirrors. The building amenities; indoor pool, warm up in the 16-jet spa Jacuzzi, wake up in the cold pool and then relax in the steam bath and sauna. State-of-the- art equipment is available in the exercise room, and there is also an elegant library lounge with a fireplace, a screening room and billiards room for quiet time or entertainment. Soak up the sun and take in the stunning downtown views on the spectacular 12,000-square-foot roof deck that offers chaise lounges, cabanas and a reflecting pool. Other amenities include 24/7 doorman service, Abigail Michaels Concierge, cold storage, and a huge CitiBike dock across the street. DistritctCondominium, Located at the corner of Ann, William and Fulton Streets in the northern portion of the FiDi, access to Downtown's hottest lifestyle loop, TriBeCa, Soho, Meatpacking , Chelsea, Greenwich Village, and Gramercy Park. Situated nearly every subway line, as well as the city's most innovative future transportation hubs, breezy transportation to major airports, only minutes away from the completely transformed South Street Seaport and East River Esplanade and more",Financial District,Manhattan,705,7.0,05,0.5,0.5
225,7163770,#1,644686,2,1.0,1050.0,2018-05-09 22:31:19,159 74 STREET,Brooklyn,11209,40.63320897,-74.03099886,3147794.0,3059160055,2.0,1920.0,5.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,"**ABSOLUTE STUNNING 2BR Private House in PRIME Bay Ridge**

**MUST SEE**

- NEWLY RENOVATED Home

-HARDWOOD FLOOR THROUGH OUT

-AMAZING MODERN KITCHEN w/ STAINLESS STEEL APPLIANCES

-FORMAL DINING & SUPER SIZED LIVING ROOM with DECORATIVE FIREPLACE

-GREAT CLOSET & STORAGE SPACE",Bay Ridge,Brooklyn,1,1.0,,0.5,0.5
226,7265593,#2,219028,2,1.0,700.0,2018-06-12 14:52:02,213 PROSPECT AVENUE,Brooklyn,11215,40.6649782,-73.99139231,3024155.0,3010520071,3.0,1899.0,1.0667,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2700,0,"Available for an August 1st move in! Cats ok, sorry no dogs. Heat and Hot water included. 2nd floor apartment is a 2.5 bedroom 1 bath with large living room and a spacious renovated kitchen. 
Located on Prospect Ave close to the R train, and if you drive, close to the Prospect Park Expressway.

Apartment details:
Entry door leads into a large living room with tons of space. There are french doors from the living room that lead into one bedroom with a nice closet, with garden and blue sky views. The second bedroom is large with a closet and has a smaller room attached which can be used as a large closet, spare guest bedroom or office (See floor plan).",Park Slope,Brooklyn,2,2.0,,0.30000001192092896,0.30000001192092896
227,7232455,#8A,103066,2,2.0,1184.0,2018-06-02 17:58:25,2110 FREDERICK DOUGLASS BLVD,New York,10026,40.80310059,-73.95590209999999,1087928.0,1018307502,0.0,0.0,1.5333,1,1,0,1,1,1,0,1,0,0,0,0,0,0,5950,1,"Fully furnished & stocked 8-month rental: Beautiful, clean, spacious 2 Br (of which one is a big fully stocked office) in a Luxury Condo in the Heart of Harlem's Restaurant Row and walking distance to Columbia University.

For rent by owner who will be in Europe for the time of the rental. 
No pets, no parties, no shoes in the house please.
Small board package a must.
",Central Harlem,Manhattan,8A,8.0,A,0.20000000298023224,0.20000000298023224
228,7173679,#10F,1491484,4,1.0,1200.0,2018-05-14 00:18:23,1721 WOODBINE STREET,Ridgewood,11385,40.70208917,-73.90758897,4082585.0,4034560044,3.0,1930.0,0.8833,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2888,1,"RENT DIRECTLY! NO FEE
No reasonable Offer refused

INCREDIBLY STUNNING UNIT IN AWESOME LOCATION!!!! 
beautiful private backyard

Featuring: 
<> Fully Renovated 
<> Hardwood Flooring Throughout 
<> All new Stainless Steel Appliances 
<> Plenty of Living Space
<> Closets In Every Room 
<> Virtual Doorman 
<> Central AC 
<> Laundry in Building 
<> Gym
<> Bike Room
<> Private Backyard 
<> Access to Shared Roof Deck 

Great Location: Close to plenty of incredible cafes, beauty salons, schools, hospitals, and restaurants of every kind! 

Transit: 
M at Seneca Av under
M at Forest Av
M at Fresh Pond Rd
M at Metropolitan Av

I will find the perfect apt for you for no fee!",Ridgewood,Queens,10F,,,0.5,0.5
229,7325602,#5A,18717748,3,1.0,948.0,2018-07-02 13:53:40,647 EAST 14 STREET,New York,10009,40.73170089999999,-73.97789764,1082766.0,1009720001,0.0,,1.5667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4815,1,"$100/mo off select stuyTown 2beds & $150/mo off select StuyTown 3 beds for all lease terms until July 8th 2018. Book a tour today. Plus, 1 year free wi-fi & cable on all units with any lease start date (direct deals only). StuyTown is the perfect intersection of price, space, and location with modern, spacious apartments and beautifully landscaped grounds set within an 80 acre backyard. Located next to some of Manhattan's liveliest neighborhoods, including the East Village & Gramercy",Stuyvesant Town/PCV,Manhattan,5A,5.0,A,0.20000000298023224,0.20000000298023224
230,7319557,#3,6886,1,1.0,600.0,2018-06-29 13:14:13,35 MARKET STREET,New York,10002,40.71247115,-73.99465424,1003339.0,1002770021,6.0,1910.0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,"True 1 bedroom, eat-in kitchen, fair size living room, all rooms have windows.
Split bathroom, sink, shower and separate toilet.
Two floors up. Close to all subways and busses.
To view it please CALL listing agent Todd",Lower East Side,Manhattan,3,3.0,,0.20000000298023224,0.20000000298023224
231,7146295,#2B,374563,1,1.0,1000.0,2018-05-04 12:04:40,51 DEVOE STREET,Brooklyn,11211,40.71351403,-73.94913871,3068829.0,3027620037,3.0,1920.0,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2250,0,"LOW FEE
Gigantic one bedroom that has just been updated & renovated. Perfect price for this perfect location! Only steps from the L train!",Williamsburg,Brooklyn,2B,2.0,B,0.4000000059604645,0.4000000059604645
232,7135783,#UNIT2,160582,2,1.0,1550.0,2018-05-01 18:02:28,253 WARREN STREET,Brooklyn,11201,40.68645344,-73.99330057,3006088.0,3003900077,3.0,1899.0,1.3833,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4600,0,"BEAUTIFUL TWO BEDROOM UPPER DUPLEX WITH CHARMING DETAILS & LAUNDRY IN UNIT!!

Bright and spacious 2 bedroom duplex with king sized bedrooms and tons of closet space and storage.  Many charming details, beautiful tin ceilings, wide plank floors, exposed brick and decorative fireplaces throughout the apt. 
  
Renovated open concept kitchen with granite counters, dishwasher and breakfast bar.  One full bath and One half bath.  Laundry in the apt.   Located in prime Cobble Hill in between trendy Smith and Court Streets.  Heat and Hot water is included.  Close to F and G trains, a short stroll to Borough Hall Station, 2/3/4/5 and R trains.


June 1st  or 15th Occupancy!

Please include your number for a quick response!",Cobble Hill,Brooklyn,UNIT2,2.0,UNIT,0.4000000059604645,0.4000000059604645
233,7310122,#44,47875,1,1.0,0.0,2018-06-26 18:56:07,217 EAST 29 STREET,New York,10016,40.74241198,-73.9794157,1019922.0,1009100013,6.0,1900.0,2.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2300,0,"Fully furnished, *all utilities included, ready to move. large True One Bedroom at Prime Location with Bright and Spacious Windows throughout and Open concept Layout and separate kitchen
Easy Deal, great management, and the even better tenant will make this cute apartment your ideal home!
The building is also close to everything.
*Heat, Hot water, and electricity.",Midtown East,Manhattan,44,,,0.699999988079071,0.699999988079071
234,7248379,#1,339799,2,2.0,2800.0,2018-06-07 10:28:55,235 CUMBERLAND STREET,Brooklyn,11205,40.68889873,-73.97267846,3059003.0,3021020019,4.0,2007.0,3.0667,0,0,0,1,0,0,1,1,0,0,0,0,1,0,5500,0,"Two Family Townhouse
Steps to Fort Greene Park on
Cumberland between Dekalb and Lafayatte Avenues

Charming, 2800+SF 2bedroom/2Bathroom
Garden Duplex chock full of period details showing off
one of Brooklyn's Most Beautiful Tranquil Gardens
that is Frequented by Exotic Birds

You'll get...
Grand Ceiling Height
a Working Wood Buring Fireplace
Recesseced Lighing, Crown Moldings
Working wooden shutters 
Lots of Built-in Storage and Shelving
and a Practical Layout

On the Parlor Floor...
Spacious Living and Dining Rooms 
Separate Breakfast Nook
Kitchen with Picturesque window, stone countertops, lots of storage
and Stainless Steel Appliances Including a Dishwasher
and a Generous Scenic Sun Room Overlooking and leading to your amazing garden.

On the Ground Floor there's...
Two King Sized Bedrooms
Lots of Closets & Storage
a Washer/Dryer in the Laundry Room
and
Two Full Bathrooms (one has a Jacuzzi;)

This is a home more than it is an apartment and it's in the best location...so look no further!
Come have a viewing and Rent It!",Fort Greene,Brooklyn,1,1.0,,0.5,0.5
235,7420675,#2D,232951,0,1.0,650.0,2018-07-30 09:32:29,688 WASHINGTON AVENUE,Brooklyn,11238,40.67734907,-73.96396575,3028559.0,3011530032,3.0,1900.0,6.2167,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2500,1,"No detail was overlooked while designing this gorgeous apartment in prime Prospect Heights.

A brand new studio flex into a 1 bedroom 1 Bath home with classic condo finishes.

This recently renovated apartment has:

-Modern Layouts 
-High Ceilings 
-Marble Countertops
-Hardwood Floors 
-Stainless Steel Appliances 
-Gorgeous Layout 
-Great Natural Light 

This great home is conveniently located on Washington Ave right off Park Place. Be sure to find lots of hip restaurants, bars and cafes nearby. Only 2 blocks away from the Brooklyn Museum, Brooklyn Public Library, Botanical Gardens and Grand Army Plaza. 

Short walk to the S/2/3/4/5 trains.

Reach out to Adam or Moshe to schedule a showing!",Prospect Heights,Brooklyn,2D,2.0,D,0.4000000059604645,0.4000000059604645
